transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,merchant_category,is_fraud
TXN_00000057,CUST_000744,MERCH_00056,2.32,2024-09-15 02:32:25.883348,bank_transfer,grocery,True
TXN_00000058,CUST_000907,MERCH_00412,4.62,2024-08-21 02:32:22.365768,bank_transfer,grocery,True
TXN_00000059,CUST_000937,MERCH_00269,1.01,2024-11-19 00:05:05.255909,credit_card,travel,True
TXN_00000060,CUST_000999,MERCH_00346,4543.67,2024-06-12 00:28:41.601708,credit_card,other,True
TXN_00000061,CUST_000343,MERCH_00382,4847.48,2024-04-06 04:15:39.525591,credit_card,entertainment,True
TXN_00000062,CUST_000926,MERCH_00294,768.09,2024-04-01 03:58:40.659834,mobile_payment,grocery,True
TXN_00000063,CUST_000562,MERCH_00029,3009.33,2024-01-25 23:52:56.184106,debit_card,restaurant,True
TXN_00000064,CUST_000364,MERCH_00004,169.85,2024-04-03 03:19:24.844491,mobile_payment,travel,True
TXN_00000065,CUST_000139,MERCH_00320,409.8,2024-02-09 02:22:59.183905,mobile_payment,grocery,True
TXN_00000066,CUST_000282,MERCH_00103,2871.39,2024-01-01 23:13:22.582752,bank_transfer,retail,True
TXN_00000067,CUST_000206,MERCH_00050,3345.39,2024-05-20 03:48:32.321059,debit_card,other,True
TXN_00000068,CUST_000701,MERCH_00002,1798.39,2024-09-24 02:26:24.618513,bank_transfer,online,True
TXN_00000069,CUST_000673,MERCH_00122,1236.77,2024-12-19 02:19:55.156533,mobile_payment,other,True
TXN_00000070,CUST_000992,MERCH_00177,3.94,2024-11-18 23:40:31.795911,mobile_payment,utilities,True
TXN_00000071,CUST_000143,MERCH_00429,43.92,2024-06-28 23:23:53.746191,bank_transfer,online,True
TXN_00000072,CUST_000362,MERCH_00242,1.58,2024-05-18 01:31:19.758081,mobile_payment,gas_station,True
TXN_00000073,CUST_000815,MERCH_00180,2408.4,2024-07-18 03:10:11.844708,bank_transfer,restaurant,True
TXN_00000074,CUST_000149,MERCH_00209,42.78,2024-02-07 23:30:51.056716,bank_transfer,utilities,True
TXN_00000075,CUST_000373,MERCH_00343,3596.49,2024-06-24 02:19:33.000525,bank_transfer,grocery,True
TXN_00000076,CUST_000343,MERCH_00419,4.0,2024-11-11 04:05:03.520697,debit_card,online,True
TXN_00000077,CUST_000182,MERCH_00106,2467.87,2024-08-25 04:29:36.142347,debit_card,restaurant,True
TXN_00000078,CUST_000162,MERCH_00155,3.2,2024-09-07 04:31:30.507391,bank_transfer,other,True
TXN_00000079,CUST_000339,MERCH_00191,19.51,2024-02-29 03:52:15.754500,credit_card,healthcare,True
TXN_00000080,CUST_000600,MERCH_00217,2439.12,2024-01-27 03:41:39.309207,credit_card,retail,True
TXN_00000081,CUST_000952,MERCH_00007,1.98,2024-11-04 00:52:45.696198,debit_card,other,True
TXN_00000082,CUST_000971,MERCH_00233,143.15,2024-04-17 03:23:58.023230,debit_card,gas_station,True
TXN_00000083,CUST_000088,MERCH_00338,343.57,2024-04-26 03:57:36.409321,debit_card,restaurant,True
TXN_00000084,CUST_000205,MERCH_00067,1.19,2024-12-13 00:33:36.976907,debit_card,online,True
TXN_00000085,CUST_000113,MERCH_00329,42.31,2024-01-28 04:59:43.870113,bank_transfer,utilities,True
TXN_00000086,CUST_000057,MERCH_00174,0.46,2024-03-03 00:07:17.686576,debit_card,restaurant,True
TXN_00000087,CUST_000235,MERCH_00378,4.74,2024-05-17 04:00:39.832347,debit_card,entertainment,True
TXN_00000088,CUST_000492,MERCH_00344,21.86,2024-09-24 03:11:21.649116,debit_card,other,True
TXN_00000089,CUST_000749,MERCH_00084,66.03,2024-07-18 01:07:30.811595,debit_card,online,True
TXN_00000090,CUST_000520,MERCH_00368,1.77,2024-11-23 00:34:03.923512,mobile_payment,other,True
TXN_00000091,CUST_000028,MERCH_00191,113.68,2024-02-03 00:35:49.358165,debit_card,healthcare,True
TXN_00000092,CUST_000833,MERCH_00074,92.4,2024-08-04 04:42:27.237227,credit_card,healthcare,True
TXN_00000093,CUST_000798,MERCH_00016,3123.86,2024-08-11 01:31:40.072163,debit_card,utilities,True
TXN_00000094,CUST_000146,MERCH_00499,1177.57,2024-06-25 00:46:27.298701,mobile_payment,online,True
TXN_00000095,CUST_000022,MERCH_00349,1810.59,2024-01-12 04:30:01.682989,debit_card,entertainment,True
TXN_00000096,CUST_000425,MERCH_00268,3975.66,2024-12-09 00:47:39.051503,mobile_payment,healthcare,True
TXN_00000097,CUST_000782,MERCH_00439,1.46,2024-03-01 00:22:31.534012,debit_card,restaurant,True
TXN_00000098,CUST_000252,MERCH_00150,0.69,2024-11-20 04:14:19.135462,debit_card,utilities,True
TXN_00000099,CUST_000098,MERCH_00127,2501.57,2024-02-27 03:13:44.721904,bank_transfer,grocery,True
TXN_00000100,CUST_000674,MERCH_00463,18.33,2024-02-06 01:01:06.326855,bank_transfer,utilities,True
TXN_00000101,CUST_000212,MERCH_00176,167.99,2024-03-16 23:37:19.833777,bank_transfer,online,True
TXN_00000102,CUST_000774,MERCH_00094,364.97,2024-03-10 00:15:43.547307,mobile_payment,gas_station,True
TXN_00000103,CUST_000426,MERCH_00114,4423.06,2024-09-11 00:26:35.251269,bank_transfer,restaurant,True
TXN_00000104,CUST_000837,MERCH_00335,88.96,2024-09-20 23:03:13.665899,bank_transfer,restaurant,True
TXN_00000105,CUST_000178,MERCH_00388,1179.22,2024-09-23 00:34:20.242818,debit_card,retail,True
TXN_00000106,CUST_000965,MERCH_00014,4.63,2024-04-06 04:43:09.766221,mobile_payment,healthcare,True
TXN_00000107,CUST_000607,MERCH_00331,3.52,2024-04-12 00:08:31.644170,bank_transfer,online,True
TXN_00000108,CUST_000911,MERCH_00345,3.57,2024-03-27 00:55:22.714096,mobile_payment,other,True
TXN_00000109,CUST_000105,MERCH_00293,1281.3,2024-01-19 00:48:23.331662,debit_card,travel,True
TXN_00000110,CUST_000094,MERCH_00092,70.48,2024-07-27 04:42:12.660602,debit_card,online,True
TXN_00000111,CUST_000580,MERCH_00301,2153.15,2024-11-02 02:07:31.664813,debit_card,entertainment,True
TXN_00000112,CUST_000867,MERCH_00447,1.99,2024-02-26 02:26:52.174920,mobile_payment,travel,True
TXN_00000113,CUST_000372,MERCH_00495,2.2,2024-05-11 04:51:40.859823,bank_transfer,online,True
TXN_00000114,CUST_000567,MERCH_00130,0.04,2024-06-05 02:49:41.474008,debit_card,travel,True
TXN_00000115,CUST_000831,MERCH_00187,3415.95,2024-04-17 02:15:11.422599,bank_transfer,healthcare,True
TXN_00000116,CUST_000799,MERCH_00345,4657.12,2024-08-29 03:17:49.847447,debit_card,other,True
TXN_00000117,CUST_000558,MERCH_00226,2751.19,2024-08-07 04:53:16.891442,debit_card,other,True
TXN_00000118,CUST_000120,MERCH_00120,1286.42,2024-03-13 04:09:04.516797,bank_transfer,healthcare,True
TXN_00000119,CUST_000761,MERCH_00082,1601.06,2024-01-10 04:26:40.805986,mobile_payment,restaurant,True
TXN_00000120,CUST_000852,MERCH_00151,0.35,2024-03-03 03:29:23.997206,bank_transfer,retail,True
TXN_00000121,CUST_000444,MERCH_00290,1347.31,2024-04-16 03:16:06.393230,debit_card,travel,True
TXN_00000122,CUST_000964,MERCH_00370,1222.76,2024-01-30 02:45:36.682869,bank_transfer,healthcare,True
TXN_00000123,CUST_000236,MERCH_00207,4838.64,2024-11-03 03:25:01.528605,credit_card,gas_station,True
TXN_00000124,CUST_000765,MERCH_00347,4118.69,2024-04-22 00:10:32.826113,bank_transfer,restaurant,True
TXN_00000125,CUST_000953,MERCH_00213,3.89,2024-05-25 03:48:50.302552,bank_transfer,online,True
TXN_00000126,CUST_000529,MERCH_00068,263.08,2024-06-27 04:29:17.067037,mobile_payment,restaurant,True
TXN_00000127,CUST_000821,MERCH_00376,4987.75,2024-08-29 03:42:39.166470,mobile_payment,restaurant,True
TXN_00000128,CUST_000139,MERCH_00125,0.92,2024-02-03 04:21:32.570438,mobile_payment,retail,True
TXN_00000129,CUST_000104,MERCH_00189,0.75,2024-07-17 00:32:38.457472,credit_card,other,True
TXN_00000130,CUST_000098,MERCH_00088,2343.45,2024-03-08 02:33:34.171014,debit_card,entertainment,True
TXN_00000131,CUST_000174,MERCH_00125,4287.4,2024-11-19 02:54:57.558549,mobile_payment,retail,True
TXN_00000132,CUST_000852,MERCH_00314,4.89,2024-05-14 23:57:30.905294,bank_transfer,restaurant,True
TXN_00000133,CUST_000345,MERCH_00120,4579.69,2024-06-11 23:59:28.939774,mobile_payment,healthcare,True
TXN_00000134,CUST_000872,MERCH_00038,4.76,2024-04-06 23:28:21.605311,debit_card,travel,True
TXN_00000135,CUST_000179,MERCH_00455,314.9,2024-06-18 04:54:27.705293,bank_transfer,utilities,True
TXN_00000136,CUST_000233,MERCH_00102,2220.23,2024-03-23 00:52:56.550994,debit_card,gas_station,True
TXN_00000137,CUST_000261,MERCH_00209,3042.3,2024-04-08 04:36:11.019856,bank_transfer,utilities,True
TXN_00000138,CUST_000076,MERCH_00474,2800.94,2024-01-23 01:57:39.161601,bank_transfer,travel,True
TXN_00000139,CUST_000747,MERCH_00317,1944.03,2024-10-01 03:34:47.441748,bank_transfer,healthcare,True
TXN_00000140,CUST_000674,MERCH_00248,2655.87,2024-08-31 04:01:25.327268,mobile_payment,travel,True
TXN_00000141,CUST_000834,MERCH_00203,144.63,2024-02-01 02:47:45.786184,bank_transfer,entertainment,True
TXN_00000142,CUST_000353,MERCH_00357,2420.04,2024-05-05 02:36:45.166116,debit_card,grocery,True
TXN_00000143,CUST_000813,MERCH_00105,1201.21,2024-07-16 03:05:35.853406,credit_card,restaurant,True
TXN_00000144,CUST_000085,MERCH_00020,1454.18,2024-12-20 04:22:49.820306,debit_card,retail,True
TXN_00000145,CUST_000510,MERCH_00395,4.82,2024-08-03 04:00:13.084486,debit_card,retail,True
TXN_00000146,CUST_000091,MERCH_00343,1628.11,2024-07-21 03:33:09.712596,debit_card,grocery,True
TXN_00000147,CUST_000808,MERCH_00342,373.41,2024-11-02 00:22:59.440544,credit_card,retail,True
TXN_00000148,CUST_000977,MERCH_00212,343.5,2024-10-25 00:13:46.855994,mobile_payment,gas_station,True
TXN_00000149,CUST_000339,MERCH_00184,1148.37,2024-06-01 01:13:01.115133,bank_transfer,gas_station,True
TXN_00000150,CUST_000106,MERCH_00462,4737.46,2024-07-14 03:06:22.496167,mobile_payment,entertainment,True
TXN_00000151,CUST_000735,MERCH_00199,1094.34,2024-11-12 00:59:29.616219,credit_card,other,True
TXN_00000152,CUST_000661,MERCH_00424,4618.36,2024-06-22 02:27:41.903813,credit_card,entertainment,True
TXN_00000153,CUST_000907,MERCH_00235,4.24,2024-11-17 00:17:16.425954,credit_card,online,True
TXN_00000154,CUST_000654,MERCH_00224,137.55,2024-06-22 23:03:27.296185,debit_card,restaurant,True
TXN_00000155,CUST_000710,MERCH_00274,34.45,2024-01-29 03:38:46.449676,bank_transfer,travel,True
TXN_00000156,CUST_000684,MERCH_00333,470.01,2024-11-25 02:19:41.821432,mobile_payment,grocery,True
TXN_00000157,CUST_000282,MERCH_00325,523.88,2024-09-17 23:19:04.527775,bank_transfer,gas_station,True
TXN_00000158,CUST_000573,MERCH_00209,18.03,2024-07-02 02:24:31.967873,debit_card,utilities,True
TXN_00000159,CUST_000455,MERCH_00487,1.02,2024-11-24 23:59:10.818568,bank_transfer,grocery,True
TXN_00000160,CUST_000724,MERCH_00310,0.94,2024-10-19 02:56:41.818824,credit_card,retail,True
TXN_00000161,CUST_000037,MERCH_00347,382.24,2024-09-04 23:12:20.151526,debit_card,restaurant,True
TXN_00000162,CUST_000670,MERCH_00014,2902.64,2024-08-14 23:35:32.934120,credit_card,healthcare,True
TXN_00000163,CUST_000382,MERCH_00408,29.91,2024-02-13 23:40:09.202287,mobile_payment,online,True
TXN_00000164,CUST_000173,MERCH_00022,547.78,2024-10-03 00:58:24.597838,debit_card,other,True
TXN_00000165,CUST_000432,MERCH_00073,3649.14,2024-03-04 02:25:11.286426,credit_card,retail,True
TXN_00000166,CUST_000307,MERCH_00203,4396.24,2024-12-25 00:03:48.940497,bank_transfer,entertainment,True
TXN_00000167,CUST_000710,MERCH_00254,3.33,2024-12-20 02:09:51.603260,mobile_payment,entertainment,True
TXN_00000168,CUST_000033,MERCH_00295,0.82,2024-10-22 01:06:57.307528,bank_transfer,utilities,True
TXN_00000169,CUST_000265,MERCH_00097,97.13,2024-02-16 23:23:21.653065,bank_transfer,other,True
TXN_00000170,CUST_000256,MERCH_00406,482.13,2024-06-03 04:45:50.824817,bank_transfer,retail,True
TXN_00000171,CUST_000273,MERCH_00161,1.77,2024-12-26 00:19:56.072321,mobile_payment,other,True
TXN_00000172,CUST_000120,MERCH_00139,2402.08,2024-06-07 00:02:41.391113,debit_card,restaurant,True
TXN_00000173,CUST_000876,MERCH_00424,1755.79,2024-12-30 00:04:42.335696,mobile_payment,entertainment,True
TXN_00000174,CUST_000724,MERCH_00304,187.75,2024-08-16 00:30:05.828961,bank_transfer,grocery,True
TXN_00000175,CUST_000508,MERCH_00297,391.47,2024-10-31 03:47:13.630566,mobile_payment,entertainment,True
TXN_00000176,CUST_000260,MERCH_00194,471.32,2024-04-04 00:05:04.248574,credit_card,gas_station,True
TXN_00000177,CUST_000280,MERCH_00348,3.84,2024-11-28 23:38:50.262032,bank_transfer,gas_station,True
TXN_00000178,CUST_000442,MERCH_00285,4.97,2024-11-29 04:09:49.274034,debit_card,other,True
TXN_00000179,CUST_000346,MERCH_00148,1.24,2024-01-25 02:01:28.951341,bank_transfer,entertainment,True
TXN_00000180,CUST_000197,MERCH_00100,94.37,2024-05-21 03:44:54.889473,credit_card,online,True
TXN_00000181,CUST_000564,MERCH_00454,279.47,2024-05-25 23:49:47.102043,debit_card,grocery,True
TXN_00000182,CUST_000831,MERCH_00320,529.97,2024-04-29 03:52:14.934140,bank_transfer,grocery,True
TXN_00000183,CUST_000903,MERCH_00206,4680.07,2024-04-10 03:31:09.056595,bank_transfer,utilities,True
TXN_00000184,CUST_000246,MERCH_00002,54.49,2024-06-16 23:27:24.863883,bank_transfer,online,True
TXN_00000185,CUST_000595,MERCH_00342,1.71,2024-11-14 04:33:51.766363,mobile_payment,retail,True
TXN_00000186,CUST_000565,MERCH_00163,285.32,2024-10-14 00:11:00.946073,credit_card,grocery,True
TXN_00000187,CUST_000930,MERCH_00254,76.84,2024-08-15 02:59:14.835977,credit_card,entertainment,True
TXN_00000188,CUST_000151,MERCH_00232,3040.26,2024-07-09 01:38:35.561545,bank_transfer,grocery,True
TXN_00000189,CUST_000740,MERCH_00172,267.57,2024-06-02 00:38:31.156127,credit_card,grocery,True
TXN_00000190,CUST_000286,MERCH_00392,4.67,2024-05-31 00:30:55.487579,bank_transfer,restaurant,True
TXN_00000191,CUST_000295,MERCH_00480,554.78,2024-02-24 02:13:47.041430,credit_card,other,True
TXN_00000192,CUST_000581,MERCH_00153,277.78,2024-08-02 02:18:10.827162,bank_transfer,utilities,True
TXN_00000193,CUST_000208,MERCH_00170,4.63,2024-10-03 04:23:09.303480,bank_transfer,restaurant,True
TXN_00000194,CUST_000566,MERCH_00108,4.37,2024-12-08 02:20:01.926553,credit_card,retail,True
TXN_00000195,CUST_000337,MERCH_00117,4632.69,2024-12-03 04:22:14.666920,bank_transfer,gas_station,True
TXN_00000196,CUST_000525,MERCH_00300,49.82,2024-07-24 03:06:35.038877,debit_card,online,True
TXN_00000197,CUST_000298,MERCH_00490,3204.13,2024-02-06 04:40:34.604943,mobile_payment,restaurant,True
TXN_00000198,CUST_000628,MERCH_00271,3.22,2024-04-14 02:10:24.245285,debit_card,healthcare,True
TXN_00000199,CUST_000525,MERCH_00158,1.71,2024-07-14 04:08:57.461418,bank_transfer,entertainment,True
TXN_00000200,CUST_000463,MERCH_00374,13.35,2024-05-05 09:17:38.415619,debit_card,healthcare,False
TXN_00000201,CUST_000178,MERCH_00369,39.25,2024-05-29 13:23:48.216268,debit_card,restaurant,False
TXN_00000202,CUST_000226,MERCH_00488,52.16,2024-05-19 03:27:38.960651,debit_card,grocery,False
TXN_00000203,CUST_000179,MERCH_00103,97.85,2024-06-26 19:43:22.009542,credit_card,retail,False
TXN_00000204,CUST_000074,MERCH_00020,67.34,2024-08-10 12:30:30.423972,credit_card,retail,False
TXN_00000205,CUST_000287,MERCH_00085,5.27,2024-01-14 12:11:57.384816,bank_transfer,other,False
TXN_00000206,CUST_000863,MERCH_00313,48.04,2024-04-10 19:37:40.383208,bank_transfer,travel,False
TXN_00000207,CUST_000051,MERCH_00072,11.65,2024-02-22 06:08:57.820883,bank_transfer,utilities,False
TXN_00000208,CUST_000407,MERCH_00002,673.21,2024-08-10 12:49:12.408204,bank_transfer,online,False
TXN_00000209,CUST_000392,MERCH_00154,5.63,2024-09-10 19:28:21.279877,credit_card,healthcare,False
TXN_00000210,CUST_000392,MERCH_00262,13.17,2024-01-15 19:44:05.944346,mobile_payment,other,False
TXN_00000211,CUST_000405,MERCH_00430,68.5,2024-11-20 19:40:12.410000,bank_transfer,entertainment,False
TXN_00000212,CUST_000004,MERCH_00198,44.26,2024-04-30 10:53:17.172356,debit_card,entertainment,False
TXN_00000213,CUST_000138,MERCH_00498,43.39,2024-03-27 18:11:40.612945,bank_transfer,restaurant,False
TXN_00000214,CUST_000323,MERCH_00299,5.0,2024-09-29 11:46:06.318447,credit_card,other,False
TXN_00000215,CUST_000376,MERCH_00076,18.37,2024-12-02 12:30:52.020929,bank_transfer,healthcare,False
TXN_00000216,CUST_000996,MERCH_00242,43.34,2024-11-23 14:59:41.036744,mobile_payment,gas_station,False
TXN_00000217,CUST_000491,MERCH_00207,86.3,2024-01-08 16:14:24.374677,mobile_payment,gas_station,False
TXN_00000218,CUST_000505,MERCH_00499,124.17,2024-10-25 13:18:02.540427,bank_transfer,online,False
TXN_00000219,CUST_000113,MERCH_00041,13.94,2024-04-20 17:45:41.011939,debit_card,utilities,False
TXN_00000220,CUST_000599,MERCH_00099,19.83,2024-04-12 11:50:12.054831,credit_card,travel,False
TXN_00000221,CUST_000033,MERCH_00180,37.87,2024-06-28 08:35:03.512499,debit_card,restaurant,False
TXN_00000222,CUST_000461,MERCH_00124,73.03,2024-09-11 11:33:42.189670,mobile_payment,online,False
TXN_00000223,CUST_000419,MERCH_00075,100.55,2024-02-05 19:23:03.619641,mobile_payment,grocery,False
TXN_00000224,CUST_000461,MERCH_00447,9.06,2024-11-13 15:33:51.191528,mobile_payment,travel,False
TXN_00000225,CUST_000917,MERCH_00105,39.05,2024-02-19 20:13:01.789261,credit_card,restaurant,False
TXN_00000226,CUST_000150,MERCH_00124,139.31,2024-12-21 07:09:43.774290,bank_transfer,online,False
TXN_00000227,CUST_000623,MERCH_00480,34.91,2024-06-10 11:38:56.302020,mobile_payment,other,False
TXN_00000228,CUST_000588,MERCH_00091,89.04,2024-10-28 14:12:44.591006,mobile_payment,healthcare,False
TXN_00000229,CUST_000238,MERCH_00265,5.0,2024-04-08 19:07:08.521092,debit_card,other,False
TXN_00000230,CUST_000765,MERCH_00138,5.0,2024-06-01 14:55:44.740917,debit_card,entertainment,False
TXN_00000231,CUST_000095,MERCH_00184,44.22,2024-08-23 05:03:36.533182,bank_transfer,gas_station,False
TXN_00000232,CUST_000093,MERCH_00011,5.0,2024-03-09 21:18:59.947989,mobile_payment,online,False
TXN_00000233,CUST_000693,MERCH_00485,86.65,2024-03-18 13:46:50.874412,debit_card,grocery,False
TXN_00000234,CUST_000059,MERCH_00077,81.85,2024-10-27 15:58:20.078670,debit_card,gas_station,False
TXN_00000235,CUST_000851,MERCH_00281,85.36,2024-09-27 09:40:35.178741,bank_transfer,grocery,False
TXN_00000236,CUST_000961,MERCH_00221,99.59,2024-10-04 19:09:40.558255,credit_card,online,False
TXN_00000237,CUST_000578,MERCH_00301,263.41,2024-11-12 08:34:31.375272,credit_card,entertainment,False
TXN_00000238,CUST_000887,MERCH_00440,134.77,2024-10-26 06:06:44.486678,debit_card,grocery,False
TXN_00000239,CUST_000169,MERCH_00201,20.53,2024-07-07 09:45:45.341495,bank_transfer,utilities,False
TXN_00000240,CUST_000973,MERCH_00291,5.0,2024-02-28 16:35:54.951064,credit_card,travel,False
TXN_00000241,CUST_000393,MERCH_00051,121.3,2024-04-23 14:26:17.869959,debit_card,travel,False
TXN_00000242,CUST_000911,MERCH_00197,5.0,2024-07-03 11:31:35.799860,mobile_payment,other,False
TXN_00000243,CUST_000904,MERCH_00342,135.55,2024-02-19 16:17:32.755594,credit_card,retail,False
TXN_00000244,CUST_000756,MERCH_00252,102.75,2024-11-06 16:20:49.873372,credit_card,grocery,False
TXN_00000245,CUST_000454,MERCH_00125,204.35,2024-11-16 13:57:12.601125,debit_card,retail,False
TXN_00000246,CUST_000360,MERCH_00111,49.67,2024-01-11 13:35:09.152321,credit_card,restaurant,False
TXN_00000247,CUST_000721,MERCH_00437,58.11,2024-03-11 07:36:28.059280,mobile_payment,gas_station,False
TXN_00000248,CUST_000960,MERCH_00121,91.09,2024-10-31 19:27:58.369502,bank_transfer,grocery,False
TXN_00000249,CUST_000014,MERCH_00306,126.9,2024-11-01 07:54:56.505068,bank_transfer,utilities,False
TXN_00000250,CUST_000478,MERCH_00353,45.43,2024-04-01 17:32:04.881123,credit_card,restaurant,False
TXN_00000251,CUST_000637,MERCH_00116,5.0,2024-06-15 06:29:25.166551,debit_card,healthcare,False
